doc_id	sentence_id	token_id	token	lemma	pos	tag	gender	number	head_token_id	dep_rel	intensifier_lemma	intensifier	text	account
text2507	1	8	alimentares	alimentar	ADJ	ADJ	Masc	Plur	7	amod	NA	0	Ela também disse que sofreu de distúrbios alimentares https://t.co/4iYt2QJZau #g1	g1
text2489	1	5	nordestino	nordestino	ADJ	ADJ	Masc	Sing	4	amod	NA	0	@MariMoon É um ditado nordestino.	whindersson
text1711	1	8	locais	locar	ADJ	ADJ	Fem	Plur	7	amod	NA	0	Mesmo com apoio a Bolsonaro, divergências locais racham o Centrão em 20 estados https://t.co/lmz2FyDMIe	oglobo
text641	1	13	soberana	soberano	ADJ	ADJ	Fem	Sing	12	amod	NA	0	Rússia ameaça ação legal se for forçada a dar calote na dívida soberana https://t.co/rhNvflyvQJ	oglobo
text598	1	10	externa	externo	ADJ	ADJ	Fem	Sing	9	amod	NA	0	Rússia entra em 'calote seletivo' da dívida externa, o 1º desde a Revolução de 1917 https://t.co/XYmIz9MKio	oglobo
text1421	1	8	pop	pop	ADJ	ADJ	Fem	Sing	7	amod	NA	0	Doja Cat convence como rapper e diva pop, mesmo com falta de hits https://t.co/7RuU3dOhEC #g1 #Lollapalooza2022 #DojaCat https://t.co/07LoJ8TQyV	g1
text121	1	6	tardia	tardio	ADJ	ADJ	Fem	Sing	5	amod	NA	0	Processo diz que a divulgação tardia permitiu que Musk comprasse mais ações da rede social a preços mais baixos https://t.co/BsWJcTEIXR #g1	g1
text260	3	11	científico	científico	ADJ	ADJ	Masc	Sing	10	amod	NA	0	#OAssunto - A confirmação do primeiro caso da ômicron XE no Brasil trouxe preocupações. Em entrevista com a @renataloprete, o biólogo e divulgador científico @oatila avalia que o país está mais protegido do vírus, ""por bons e maus motivos"". Ouça: https://t.co/CuKLq7lE8F #g1 https://t.co/lHDabbita9	g1
text297	3	11	científico	científico	ADJ	ADJ	Masc	Sing	10	amod	NA	0	#OAssunto - A confirmação do primeiro caso da ômicron XE no Brasil trouxe preocupações. Em entrevista com a @renataloprete, o biólogo e divulgador científico @oatila avalia que o país está mais protegido do vírus, ""por bons e maus motivos"". Ouça: https://t.co/CuKLq7lE8F #g1 https://t.co/Osj507RaK5	g1
text348	1	3	novo	novo	ADJ	ADJ	Masc	Sing	4	amod	NA	0	Auxiliar divulga novo vídeo de agressão: 'Tem que quebrar o nariz para mulher ter voz?' https://t.co/LWOHikzDUu	oglobo
text951	1	3	nova	novo	ADJ	ADJ	Fem	Sing	4	amod	NA	0	Caixa divulga nova versão do app FGTS para consulta e informações sobre o saque extraordinário https://t.co/KIBqjY4eeM	oglobo
text1708	3	6	superior	superior	ADJ	ADJ	Masc	Sing	5	xcomp	NA	0	Bem aquele video do @FabioPorchat ensinando como discutir com bolsanarista. Tem que ser debate vazio... dos bem toscos tipo... ""falou seu brocha"", ""ja é, pau pequeno""... que loucura. Uma galera que se diz superior em nível de formação. Confuso	anitta
text2448	1	10	preocupada	preocupar	ADJ	ADJ	Fem	Sing	9	xcomp	NA	0	Em carta divulgada nesta sexta-feira a empresa se diz preocupada com as consequências 'indesejadas' e 'negativas' que a versão atual do texto pode trazer https://t.co/tdJId8jvVr #g1	g1
text622	1	14	novo	novo	ADJ	ADJ	Masc	Sing	15	amod	NA	0	'É preciso despolemizar o tema do fim da pandemia', diz novo presidente do Conass https://t.co/tsETxkAf9j	oglobo
text1558	1	24	mtas	mtas	ADJ	ADJ	Fem	Plur	25	amod	NA	0	To mto emotivo hoje, tbm queria mandar um beijo e bom dia pras senhorinhas que me encontram na rua e me dizem mtas palavras bonitas e eu acredito nelas e hoje to aqui, bom dia minha senhora ❤️❤️❤️	whindersson
text2005	2	4	inocente	inocentar	ADJ	ADJ	Masc	Sing	3	xcomp	NA	0	Ator pornô famoso nos anos 1980 e 1990, que já está preso por outras acusações, foi acusado pela Promotoria de Los Angeles de crimes contra outras mulheres. Ele se diz inocente https://t.co/HqeNXvDlzA #g1	g1
text758	1	6	antiga	antigo	ADJ	ADJ	Fem	Sing	5	amod	NA	0	Opa que eu achei DM antiga no insta se declarando kkkkk vamos aguardar os acontecimentos	anitta
text1798	1	3	principal	principal	ADJ	ADJ	Masc	Sing	4	amod	NA	0	Diretor do principal jornal da Nicarágua é condenado a nove anos de prisão https://t.co/E47vk4hnZJ	oglobo
text1805	1	3	principal	principal	ADJ	ADJ	Masc	Sing	4	amod	NA	0	Diretor do principal jornal da Nicarágua é condenado a nove anos de prisão https://t.co/xkHymmlq9t	oglobo
text1538	2	16	novo	novo	ADJ	ADJ	Masc	Sing	17	amod	NA	0	A fofoca é real, meus amores! Eu chamei uma amiga babadeiraaaa pra julgar e decidir quem fica e quem sai do novo reality da @BeatsOficial, o #BeatsMandaJobs. Será que vocês adivinham quem é? #Publicidade #BebaComModeração https://t.co/8FfIbu6Oem	anitta
text1121	1	4	novo	novo	ADJ	ADJ	Masc	Sing	5	amod	NA	0	Após indicação do novo presidente da Petrobras, papéis sobem nos EUA https://t.co/DA6scEjGvu	oglobo
text2305	2	9	novo	novo	ADJ	ADJ	Masc	Sing	10	amod	NA	0	Podcast - Ao Ponto: O que Bolsonaro espera do novo presidente da Petrobras? https://t.co/lX3dtLjasD	oglobo
text785	1	5	novo	novo	ADJ	ADJ	Masc	Sing	6	amod	NA	0	Medida faz parte do novo programa do governo, que tem ampla maioria no Parlamento, e pode entrar em vigor no segundo semestre https://t.co/IImhoKSAKX #g1	g1
text871	1	9	novo	novo	ADJ	ADJ	Masc	Sing	10	amod	NA	0	São 660.192 óbitos e 29.995.638 casos registrados do novo coronavírus desde o início da pandemia, segundo dados reunidos pelo consórcio de veículos de imprensa. https://t.co/XyXTDNc3at #g1	g1
text1292	1	10	novo	novo	ADJ	ADJ	Masc	Sing	11	amod	NA	0	País tem 658.926 óbitos e 29.839.168 casos registrados do novo coronavírus desde o início da pandemia, segundo dados reunidos pelo consórcio de veículos de imprensa https://t.co/5RwGZyyhgK #g1	g1
text2346	1	10	novo	novo	ADJ	ADJ	Masc	Sing	11	amod	NA	0	Brasil tem 655.139 óbitos e 29.365.238 casos registrados do novo coronavírus, segundo dados reunidos pelo consórcio de veículos de imprensa: https://t.co/8V2b3wbNnh #g1	g1
text2380	1	10	novo	novo	ADJ	ADJ	Masc	Sing	11	amod	NA	0	Brasil tem 654.993 óbitos e 29.350.379 casos registrados do novo coronavírus, segundo dados reunidos pelo consórcio de veículos de imprensa. https://t.co/72aLKUKThy #g1	g1
text1710	1	7	meio	mear	ADJ	ADJ	Masc	Sing	5	nmod	NA	0	O que faz um ministro do meio ambiente?  <linebreak>  <linebreak> @rsallesmma	anitta
text2480	2	4	mau	mau	ADJ	ADJ	Masc	Sing	5	amod	NA	0	Greve dos garis deixa ruas do Centro e da Zona Sul do Rio cheias de lixo; moradores reclamam do mau cheiro https://t.co/7MOYh6WtXZ	oglobo
text1194	1	3	maior	maior	ADJ	ADJ	Masc	Sing	4	amod	NA	0	Dono do maior canal do Spotify, Joe Rogan critica escola dos filhos por pregar antirracismo https://t.co/XuAVpPf0Ve	oglobo
text2932	1	8	maior	maior	ADJ	ADJ	Masc	Sing	9	amod	NA	0	Como a Macedônia superou a saída do maior jogador de sua história para eliminar a Itália e sonhar com a Copa do Mundo https://t.co/zUDP2IOFDd	oglobo
text2067	1	4	maior	maior	ADJ	ADJ	Masc	Sing	5	amod	NA	0	Próxima etapa do maior estudo do Brasil sobre efeito da Covid no cérebro prevê monitoramento de 5 anos e programa de reabilitação ==&gt; https://t.co/tKVP8060Jb #g1 https://t.co/5Sqb0CCGkb	g1
text2745	1	14	longo	longo	ADJ	ADJ	Masc	Sing	15	amod	NA	0	A mulher diz que achava que o valor seria alto por causa do longo processo que teve que enfrentar para conseguir descobrir quanto tinha de dinheiro parado https://t.co/nsFhzPY1IB #g1	g1
text1244	3	14	grande	grande	ADJ	ADJ	Masc	Sing	15	amod	NA	0	Não sei o que seria de mim sem você. Meu grande parceiro desde sempre pra sempre. Eu te amo muito meu irmão lindo, e tenho muito orgulho do grande homem que você se tornou. Pra sempre unidos. Feliz aniversário, Renan #happybirthday https://t.co/GTtPz9PdHV	anitta
text2580	1	6	grande	grande	ADJ	ADJ	Masc	Sing	7	amod	NA	0	Ja começou a montagem do grande show ao vivo no Instagram dia 20. <linebreak> A estrutura? O VillaMix Goiânia o o Burning Man tão brigando pra comprar depois da live.  <linebreak> O palco?? tá chovendo de marca de carro querendo estacionar os carro pra fazer propaganda. <linebreak> As luzes? A própria Pixar. https://t.co/p4NoTMOYbj	whindersson
text2717	1	23	grande	grande	ADJ	ADJ	Masc	Sing	24	amod	NA	0	A escritora teve uma vida marcada por muitas conquistas, mas, até meados do século XIX, ainda era desconhecida do grande público https://t.co/xR9tQdEPHH #g1	g1
text1865	2	18	falso	falsar	ADJ	ADJ	Masc	Sing	19	amod	NA	0	#OAssunto - O podcast falou, na semana passada, do fechamento do regime russo, do falso fim da pandemia, da possibilidade de uma 3ª guerra, dos sinais de recuperação de Bolsonaro e do que poderia parar a guerra na Ucrânia. OUÇA ==&gt; https://t.co/zqcGj8VPsi #g1 https://t.co/48GWlQArFt	g1
text1884	2	18	falso	falsar	ADJ	ADJ	Masc	Sing	19	amod	NA	0	#OAssunto - O podcast falou, na semana passada, do fechamento do regime russo, do falso fim da pandemia, da possibilidade de uma 3ª guerra, dos sinais de recuperação de Bolsonaro e do que poderia parar a guerra na Ucrânia. OUÇA ==&gt; https://t.co/zqcGj9dqQS #g1 https://t.co/GwwymdATqS	g1
text1905	2	17	falso	falsar	ADJ	ADJ	Masc	Sing	18	amod	NA	0	#OAssunto - Durante a semana, o podcast falou do fechamento do regime russo, do falso fim da pandemia, da possibilidade de uma 3ª guerra, dos sinais de recuperação de Bolsonaro e do que poderia parar a guerra na Ucrânia. Você encontra todos eles aqui: https://t.co/zqcGj9dqQS #g1 https://t.co/Qg2AZxbx1b	g1
text1924	2	17	falso	falsar	ADJ	ADJ	Masc	Sing	18	amod	NA	0	#OAssunto - Durante a semana, o podcast falou do fechamento do regime russo, do falso fim da pandemia, da possibilidade de uma 3ª guerra, dos sinais de recuperação de Bolsonaro e do que poderia parar a guerra na Ucrânia. Você encontra todos eles aqui: https://t.co/zqcGj9dqQS #g1 https://t.co/oHTjpZz8Wt	g1
text316	1	3	extremo	extremar	ADJ	ADJ	Masc	Sing	1	nmod	NA	0	Galera do extremo sul da Bahia, o que está acontecendo por aí e o que pode ser feito?	whindersson
text762	3	30	esperado	esperar	ADJ	ADJ	Masc	Sing	28	obl	NA	0	A primeira vez q encostei nele foi como se eu encostasse em um pedaço de Deus. A tanto tempo eu não me sentia vivo. Ele como diz no interior é minha cara cagado e cuspido, até o pé é igual, mas ele é bem pequeninho pq veio um pouco antes do esperado + https://t.co/UcF3ZpFb55	whindersson
text887	1	13	esperado	esperar	ADJ	ADJ	Masc	Sing	11	obl	NA	0	Bolsa cai e dólar sobe, com dados de inflação acima do esperado https://t.co/WMNAM0khBU	oglobo
text1673	1	10	então	então	ADJ	ADJ	Masc	Sing	11	amod	NA	0	Walderice Santos da Conceição foi secretária no gabinete do então deputado Jair Bolsonaro e é suspeita de ter sido funcionária ""fantasma"" https://t.co/KAojjeB358 #g1	g1
text647	1	7	atual	atual	ADJ	ADJ	Masc	Sing	8	amod	NA	0	Ex-presidente americano discursou ao lado do atual presidente e lembrou do Obamacare, a lei de Saúde Acessível, aprovada durante seu governo https://t.co/uPIqDT1XCy #g1	g1
text2762	1	16	aceitável	aceitável	ADJ	ADJ	Masc	Sing	17	amod	NA	0	Pesquisa conclui que 75% da população de Santarém tem níveis de mercúrio acima do aceitável https://t.co/B884rZeW7M	oglobo
text1554	2	4	verdinho	verde	ADJ	ADJ	Masc	Sing	3	amod	NA	0	UM MÊS PARA SER ELEITOR | Sabe aquele documento verdinho com 12 dígitos e que você só lembra que existe a cada 2 anos? Sabe onde ele está? Pois é... o prazo para regularizar ou solicitar (ATENÇÃO, JOVENS!!) está quase na reta final. Neste fio, saiba como regularizar sua situação https://t.co/GSHQjFVY3W	oglobo
text214	2	8	falso	falsar	ADJ	ADJ	Masc	Sing	7	amod	NA	0	O ex-policial militar Marcos Siqueira e sua mulher, Andrea Santos Maia, foram condenados por terem participado da trama da carta. Eles foram condenados por uso de documento falso e associação criminosa armada. https://t.co/qDqqV8Reqd	oglobo
text215	1	46	falso	falsar	ADJ	ADJ	Masc	Sing	45	amod	NA	0	Outro filho de Flordelis, Adriano dos Santos Rodrigues, que era acusado de participação em uma trama para confeccionar carta que atrapalhava as investigações do caso, foi condenado a 4 anos, 6 meses e 20 dias pelos crimes de uso de documento falso e associação criminosa armada https://t.co/mAGPTleAGC	oglobo
text1960	1	13	internos	interno	ADJ	ADJ	Masc	Plur	12	amod	NA	0	Após ofícios exporem falhas de gestão, Inep restringe acesso a documentos internos https://t.co/wMVL5pj33x	oglobo
text1271	1	15	sistêmicas	sistêmicas	ADJ	ADJ	Fem	Plur	14	amod	NA	0	A alopecia pode ser causada por influências genéticas, processos inflamatórios locais ou doenças sistêmicas https://t.co/dkGyRM5lJm #g1	g1
text353	1	7	rara	raro	ADJ	ADJ	Fem	Sing	6	amod	NA	0	Implante eletrônico permite mulher com doença rara voltar a andar https://t.co/6gz3W9BKME	oglobo
text893	1	14	oculares	ocular	ADJ	ADJ	Fem	Plur	13	amod	NA	0	Viagra: remédios para disfunção erétil aumentam em 85% risco de doenças oculares graves, incluindo a cegueira, revela estudo https://t.co/ZUmImTSq8B	oglobo
text161	1	6	não-especificada	não-especificada	ADJ	ADJ	Fem	Sing	5	amod	NA	0	Ator morreu após enfrentar doença não-especificada 'por um longo tempo', segundo a família https://t.co/QyvvaIguF8 #g1 #GilbertGottfried	g1
text601	1	14	mental	mental	ADJ	ADJ	Fem	Sing	13	amod	NA	0	Bombeiro que, embriagado, atropelou e matou ciclista não sofre de doença mental, conclui perícia https://t.co/dDOjrnapEA	oglobo
text603	1	17	mental	mental	ADJ	ADJ	Fem	Sing	16	amod	NA	0	Perícia conclui que bombeiro que, embriagado, atropelou e matou ciclista não sofre de doença mental https://t.co/E2gssPeTiv	oglobo
text1013	1	12	mental	mental	ADJ	ADJ	Fem	Sing	11	amod	NA	0	Andréia Oliveira foi diagnosticada com 'episódio dissociativo', doença mental que precisa de tratamento, segundo exame de insanidade mental https://t.co/h9dYAn611D #g1	g1
text3034	1	6	incuráveis	incurável	ADJ	ADJ	Fem	Plur	5	amod	NA	0	Fundo para crianças com doenças incuráveis teme consequências de sanções à Rússia https://t.co/pIL6PGpOVf	oglobo
text2185	1	17	genética	genético	ADJ	ADJ	Fem	Sing	16	amod	NA	0	O medicamento é usado no tratamento da Atrofia Muscular Espinhal (AME), uma doença genética e rara que afeta os neurônios https://t.co/tQoTZtVcgQ #g1	g1
text2656	1	3	genética	genético	ADJ	ADJ	Fem	Sing	2	amod	NA	0	Uma doença genética rara faz com que os fios sejam impossíveis de ""domar"" https://t.co/LTzt2nPxOD #g1	g1
text2698	1	12	comercial	comercial	ADJ	ADJ	Masc	Sing	11	amod	NA	0	BC atrasa divulgação de cotação usada como referência para o dólar comercial https://t.co/zoQ3SIkLAF	oglobo
text1308	1	10	alto	alto	ADJ	ADJ	Masc	Sing	9	amod	NA	0	Aquela lenda que os Bolsonaristas tanto falavam de dólar alto.. que Bolsonaro faria cair etc etc. cada dia piora pq o presidente não está preocupado em fazer politicagem... ele vive numa bolha de egocentrismo que nao deixa ele descer do salto da opiniao de bosta dele para o	anitta
text2645	1	12	eventual	eventual	ADJ	ADJ	Masc	Sing	10	nmod	NA	0	Raphael Aflalo foi denunciado por tentativa de homicídio e homicídio doloso eventual, por estar com a Carteira de Habilitação (CNH) vencida e conduzindo o veículo a mais de 100 km/h em uma via de 50km/h https://t.co/4qYw6J5M00 #g1	g1
text2171	1	3	ilvaé	ilvaé	ADJ	ADJ	Fem	Sing	2	flat:name	NA	0	E dona ilvaé uma senhora de 85 anos tá, pfvr	whindersson
text2483	2	5	terrível	terrível	ADJ	ADJ	Fem	Sing	4	amod	NA	0	Angélica revela ter sofrido abuso sexual quando era menor de idade: 'Minimizei uma dor terrível' https://t.co/zGFoaYXLFx	oglobo
text1934	1	16	sexual	sexual	ADJ	ADJ	Fem	Sing	15	amod	NA	0	Quatro em cada 10 mulheres são impactadas por falta de desejo, orgasmo ou dor sexual de forma esporádica ou permanente https://t.co/vDbvjfK8Ft #g1	g1
text2308	2	7	profunda	profundo	ADJ	ADJ	Fem	Sing	6	amod	NA	0	São quatro anos de uma dor profunda, de uma saudade diária, quatro anos de um sentimento de incompreensão"" https://t.co/xVXkzbCe0J #g1	g1
text2561	1	1	Novo	novo	ADJ	ADJ	Masc	Sing	2	amod	NA	0	Novo teaser de Lascados e Pelados já já pra galera da altas hora da noite	whindersson
text1529	1	20	próprios	próprio	ADJ	ADJ	Masc	Plur	21	det	NA	0	Imprensa russa eleva o tom sobre a guerra na Ucrânia e afirma que massacre em Bucha foi obra dos próprios ucranianos https://t.co/Pzk0gl1aQY	oglobo
text1875	3	9	próprios	próprio	ADJ	ADJ	Masc	Plur	10	det	NA	0	#g1ouviu - Como será o Lollapalooza? Ouça uma prévia do festival na voz dos próprios artistas https://t.co/RyAxLFO4jN #g1 https://t.co/4JWSplglQK	g1
text352	1	22	principais	principal	ADJ	ADJ	Masc	Plur	23	amod	NA	0	Após uma visita de 12 dias pelo Brasil, o Relator Especial da ONU, Clément Voule, destacou alguns dos principais desafios do país em relação a esses direitos https://t.co/kwg2UIvejw #g1	g1
text1413	1	7	principais	principal	ADJ	ADJ	Masc	Plur	8	amod	NA	0	Hoje a Rússia é um dos principais parceiros comerciais da Turquia https://t.co/l7qxHKpoB0 #g1	g1
text1766	1	5	principais	principal	ADJ	ADJ	Masc	Plur	6	amod	NA	0	País é um dos principais exportadores mundiais do grão https://t.co/oNmG72lFY9 #g1	g1
text745	3	17	novos	novo	ADJ	ADJ	Masc	Plur	18	amod	NA	0	Adriano Pires desiste oficialmente de assumir a presidência da Petrobras. Dólar cai mais e fecha a R$ 4,60, menor valor desde março de 2020. E o bolão da Mega tem confusão com choro, briga e vazamento de informações dos novos milionários https://t.co/2ab7pQXRVC #g1 #resumododia https://t.co/c1CRTSn91H	g1
text1260	2	7	menores	menor	ADJ	ADJ	Masc	Plur	8	amod	NA	0	O governo que teve um dos menores orçamentos da União, mas um dos que mais realizou obras em todo o Brasil, três anos e três meses sem uma denúncia sequer de corrupção"", discursou o presidente durante evento em Xambioá (TO). https://t.co/4iwoL7WFhE	oglobo
text661	1	10	melhores	melhorar	ADJ	ADJ	Masc	Plur	11	amod	NA	0	Meu novo show na Netflix vai ser um dos melhores shows de comédia dos próximos 10 anos 🤯	whindersson
text2293	1	14	melhores	melhorar	ADJ	ADJ	Masc	Plur	15	amod	NA	0	Amanhã na live tenho a honra de ter do meu lado um dos melhores guitarristas do Brasil, Luan Murilho, não percam a oportunidade de ver esse cara tocar guitarra 🔥	whindersson
text1070	2	14	maiores	maior	ADJ	ADJ	Masc	Plur	15	amod	NA	0	Tem coisa que não dá pra entender, né? ontem eu fui a primeira brasileira a cantar e dar entrevista num dos maiores programas do EUA. Hoje tem meia dúzia de gato pingado postando sobre isso no meu país (que são os meus amigos, no caso). Isso não me intrigaria tanto se não fosse	anitta
text594	1	14	maiores	maior	ADJ	ADJ	Masc	Plur	15	amod	NA	0	Na vdd este livro é em colaboração como Gabriel Chalita, um dos maiores escritores do país, a convite do próprio. https://t.co/9qZzwQtTpA	whindersson
text1099	1	8	maiores	maior	ADJ	ADJ	Masc	Plur	9	amod	NA	0	A poluição do ar é um dos maiores inimigos da humanidade https://t.co/uvT7nzrFnr	oglobo
text1637	1	4	maiores	maior	ADJ	ADJ	Masc	Plur	5	amod	NA	0	'Um dos maiores diretores executivos da história do futebol mundial vai se juntar ao Botafogo em breve', diz John Textor https://t.co/tLtKNHQQCN	oglobo
text2228	1	13	maiores	maior	ADJ	ADJ	Masc	Plur	14	amod	NA	0	Hackers se apossam de cerca de US$ 600 milhões em um dos maiores roubos de criptomoedas https://t.co/wt64FDFPu2	oglobo
text455	1	17	maiores	maior	ADJ	ADJ	Masc	Plur	18	amod	NA	0	Decisão pode encerrar o caso que busca assassinos do jornalista saudita, que era um dos maiores críticos do regime de seu país e foi esquartejado ao entrar no consulado da Arábia Saudita em Ancara https://t.co/nVGmHAiOSd #g1	g1
text2003	1	7	maiores	maior	ADJ	ADJ	Masc	Plur	8	amod	NA	0	Pesquisadores dizem ter resolvido um dos maiores paradoxos da ciência; entenda https://t.co/4Phnp3Rzas #g1	g1
text2364	2	6	maiores	maior	ADJ	ADJ	Masc	Plur	7	amod	NA	0	Neozelandesa se tornou a terceira mulher a ganhar a categoria e virou favorita ao Oscar 2022. Premiação é considerada uma dos maiores termômetros da premiação da Academia. https://t.co/Tu5Vym4P1a #g1	g1
text1235	2	23	doido	doido	ADJ	ADJ	Masc	Sing	21	nmod	NA	0	E essa estratégia de usar a camisa do Brasil como se fosse do ""partido"" desse fã clube do maluco... aí agora a gente não pode usar mais roupa do Brasil que já acham que a gente faz parte do grupo dos doido	anitta
text648	2	9	altos	alto	ADJ	ADJ	Masc	Plur	10	amod	NA	0	2. Parece a lua mas é o relevo dos altos montes da Chapada Diamantina 🤩 https://t.co/Aqj53hCnOf	whindersson
text2901	1	5	reforço	reforçar	ADJ	ADJ	Fem	Sing	4	amod	NA	0	Procura pela nova dose reforço por idosos surpreende no Rio https://t.co/SQGylSdF8q	oglobo
text973	1	2	tripla	triplo	ADJ	ADJ	Fem	Sing	1	amod	NA	0	Dose tripla de Brasil na Libertadores. Palmeiras x Flamengo na final e eu me apresentando diretamente de Montevidéu ❤️ <linebreak>  <linebreak> Triple dosis de Brasil en Libertadores. Palmeiras x Flamengo en la final y yo presentandome directamente desde Montevideo ❤️ <linebreak>  <linebreak> @LibertadoresFP @LibertadoresBR https://t.co/71ilCL9a1n	anitta
text1408	1	1	Bom	bom	ADJ	ADJ	Masc	Sing	2	det	NA	0	Bom dia bom dia meus presença 👊🏻👊🏻👊🏻 <linebreak>  <linebreak> Segundou com s de shaaaaaama carai 😎😎😎😎 <linebreak>  <linebreak> Levanta essa bunda gostosa e bora estourar papaaai <linebreak>  <linebreak> Naquele pique caralhooooooooooo	whindersson
text2044	2	18	videochamadas	videochamadas	ADJ	ADJ	Fem	Plur	16	conj	NA	0	O Prezão Mensal da @ClaroBrasil tem muitos benefícios: até 12GB de internet, acesso ao descomplica e ainda WhatsApp ilimitado, com ligações e videochamadas sem descontar da internet! <linebreak> Agora, pausa para ver qual ""Anitta do Prezão"" mais combina com você. #publicidade #PrezãoNele https://t.co/u6dFRwBRxn	anitta
text43	1	10	único	único	ADJ	ADJ	Masc	Sing	8	conj	NA	0	Meus considerados, dia 03/09 tem o primeiro e único show do Lil Whind no palco Supernova do Rock in Rio 2022!  <linebreak> Te convido q participar dessa experiência!  <linebreak> É a vez da roça!  <linebreak> Vamos elevar a vibe! <linebreak> Faz o W! 😎	whindersson
text668	1	22	triste	triste	ADJ	ADJ	Masc	Sing	20	conj	NA	0	Vcs que me chama pra passar um fds na casa de vcs eu adoraria, fico feliz por me chamarem e triste pq eu adoraria msm mas não dá	whindersson
text1240	2	7	suposta	suposto	ADJ	ADJ	Fem	Sing	8	amod	NA	0	@NatuzaNery Foto em Bíblia, debandadas e suposta tentativa de interferência no Enem: Milton Ribeiro coleciona polêmicas no MEC. Relembre =&gt; https://t.co/TItDGx0UyR #g1 https://t.co/GSEHYClauz	g1
text1906	1	4	sozinho	só	ADJ	ADJ	Masc	Sing	2	conj	NA	0	@rickbonadio ahhhhh e sozinho, também... não vale chamar um amiguinho pra unir forças e nem comemorar quando tem vitória de outro amiguinho. Aí, você conseguindo, eu vou faço uma campanha pra deixarem de ser meus fãs e serem seus... 💃🏽✌😘	anitta
text1897	2	11	sociais	social	ADJ	ADJ	Fem	Plur	9	conj	NA	0	essas pessoas que tiveram uma grande relevância no passado. Independente de elas estarem atualizadas quanto aos rumos políticos e sociais que influenciam a música no nosso país. Então, quando essas pessoas que tem o poder de alavancar novos talentos do funk escutam esse tipo de	anitta
text1784	1	8	sistemáticos	sistemático	ADJ	ADJ	Masc	Plur	6	conj	NA	0	Ataques contra os rohingya foram generalizados e sistemáticos e que as evidências apontam para uma intenção clara de destruir a minoria https://t.co/ys5gH707Tk #g1	g1
text1546	1	15	simples	simples	ADJ	ADJ	Masc	Sing	13	conj	NA	0	Ter um título de eleitor não é coisa de cringe e bem fácil e simples de tirar. Basta preencher todos os campos indicados com dados pessoais solicitados no TítuloNet (https://t.co/wIFkKnjYtP), como nome completo, e-mail, RG e local de nascimento, foto e comprovante de residência	oglobo
text251	1	18	sexual	sexual	ADJ	ADJ	Fem	Sing	16	conj	NA	0	Malu Gaspar: Gabriel Monteiro ganhou 245 mil seguidores desde as primeiras denúncias de assédio moral e sexual https://t.co/CqaJzPcYEb	oglobo
text1204	1	9	sexual	sexual	ADJ	ADJ	Fem	Sing	7	conj	NA	0	O vereador foi acusado de assédio moral e sexual por cinco pessoas, entre elas há servidores, ex-funcionários e uma mulher que teve relações sexuais com o ex-PM https://t.co/6VsI4HWvR5 #g1	g1
text1933	1	9	sensível	sensível	ADJ	ADJ	Masc	Sing	7	conj	NA	0	@bicmuller Acho que é bem mais profundo e sensível, existem pessoas com doença de pele, queimadas com ácido, enfim, to explicando pq acompanho ela a mto tempo, só isso msm	whindersson
text1692	2	4	sensacional	sensacional	ADJ	ADJ	Masc	Sing	2	conj	NA	0	@LucasRanngel Simplesmente incrível e sensacional	whindersson
text2376	2	8	seguro	segurar	ADJ	ADJ	Masc	Sing	6	conj	NA	0	Caso aconteceu na última quarta-feira (9). A arremetida é um procedimento normal e seguro na aviação. https://t.co/glx16bYoZF #g1	g1
text2468	1	4	saudáveis	saudável	ADJ	ADJ	Masc	Plur	2	conj	NA	0	Todos vivos e saudáveis! Pais que estavam intubados devido à Covid quando filha nasceu celebram 1º aniversário da criança https://t.co/d8jJsTV5dV #g1 https://t.co/BBaJSWGVF8	g1
text2480	1	14	rico	rico	ADJ	ADJ	Masc	Sing	12	conj	NA	0	Eu tenho que colocar pra vcs tbm q quando vc é famoso e rico quando vc entra em desespero vc fica WTF MEU DINHEIRO NÃO FUNCIONA AQUI???????????? Já deu logo um baixa tua bolinha aí parcero, cara pra não dizer q é minha mentira olha o arruda https://t.co/Yoc2c9Kn55	whindersson
text1753	1	16	responsável	responsável	ADJ	ADJ	Fem	Sing	14	conj	NA	0	Eu com 10 anos achava que uma pessoa com 25 era tipo super adulta e responsável, eu confiaria minha vida, eu hoje com 25 vejo q com minha idade as pessoas não cuidam nem da própria vida quanto mais de criança dos oto  <linebreak>  <linebreak> Eu ia era morre pacero	whindersson
text2185	1	19	rara	raro	ADJ	ADJ	Fem	Sing	17	conj	NA	0	O medicamento é usado no tratamento da Atrofia Muscular Espinhal (AME), uma doença genética e rara que afeta os neurônios https://t.co/tQoTZtVcgQ #g1	g1
text1907	4	2	rápido	rápido	ADJ	ADJ	Masc	Sing	2	ROOT	NA	0	@rickbonadio tenho uma sugestão top pra você também. Escolhe um ritmo brasileiro à sua altura, faz uma música e exporta pro mundo. É facin... e rápido.. e de uma hora pra outra, claro, não dá pra começar com míseros segundos no Grammy. Quando vc chegar lá a gente comemora com vc	anitta
text258	1	3	quieto	quietar	ADJ	ADJ	Masc	Sing	1	conj	NA	0	Rude e quieto: saiba quem é o suspeito preso pelo ataque ao metrô de Nova York https://t.co/tcgoY55S4F	oglobo
